Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Diâmetro da Copa (m),Ângulo (°),Presença de Interferência - Tronco,Presença de Fendas - Tronco,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Porcentagem da área do oco aberto (%) - Tronco,Raio/PS média - Tronco,Árvore Morta,Probabilidade de ruptura,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Presença Broca,Código Árvore,Espécie,Risco de Queda,Levantamento do Pavimento,Área Permeável Insuficiente,Presença de Interferência - Raiz,Injúria Mecânica - Raiz,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Injúria Mecânica - Colo,Colo Soterrado - Colo,Injúria Mecânica - Tronco,Casca Inclusa - Tronco,Protuberância - Tronco,Injúria Mecânica - Copa,Epífitas - Copa,Copa Desequilibrada,Largura da Copa (m),Altura da Copa (m),Ângulo (rad),Excentricidade (m),Formato da Copa,Densidade
0.672,3.654,16.588,12.815,2.153,0.0,0.0,27.4104528484062,2.0988558120243703,0.0,1.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,052450-32,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,12.815,12.934000000000001,0.037576938795437914,0.6236198109040199,1.0,0.63
0.63,3.6319999999999997,18.221,12.205,3.735,0.0,1.0,55.671583699454004,3.9390848415244095,0.0,1.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-33,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,12.205,14.589,0.0651880475619882,1.1894767786862552,3.0,0.63
0.78,3.4389999999999996,13.672,12.499,2.38,0.0,0.0,23.393424390513506,1.9367364763666104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,052450-34,Tipuana tipu ,PEQUENO,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.499,10.233,0.04153883619746504,0.5682458374060887,2.0,0.63
0.7070000000000001,3.94,17.488,17.414,3.884,0.0,0.0,0.0,1.0,0.0,1.0,0.0,76.7,0.0,0.0,0.0,0.0,0.0,0.0,052450-37,Tipuana tipu ,PEQUENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,17.414,13.548,0.06778858814745976,1.1873060598721734,2.0,0.63
0.395,4.015,8.721,6.487,2.645,0.0,0.0,9.14646964447318,1.43355057700206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-38,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,6.487,4.706,0.04616395871525002,0.402882120142208,1.0,0.63
0.621,4.822,15.517000000000001,10.093,2.99,0.0,0.0,13.4405084291118,1.57881355932203,0.0,1.0,0.0,7.67,0.0,0.0,0.0,0.0,0.0,0.0,052450-40,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.093,10.695,0.052185344634630454,0.8104958701961424,1.0,0.63
0.7070000000000001,4.048,16.637999999999998,16.074,15.6,0.0,0.0,28.6110885041502,2.15004446448686,0.0,1.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,052450-43,Tipuana tipu ,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,16.074,12.589999999999998,0.2722713633111154,4.645413069024257,2.0,0.63
0.5379999999999999,3.5180000000000002,15.025,10.276,4.9830000000000005,0.0,0.0,22.991971488674196,1.9212275273235901,0.0,1.0,0.0,74.87,0.0,0.0,0.0,0.0,0.0,0.0,052450-44,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,10.276,11.507,0.08696975662687745,1.3100251559344551,1.0,0.63
0.38799999999999996,3.076,11.677,7.051,8.58,0.0,0.0,18.748007227123,1.7636363636363601,0.0,1.0,0.0,90.37,0.0,0.0,0.0,0.0,0.0,0.0,052450-45,Tipuana tipu ,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7.051,8.600999999999999,0.14974924982111348,1.7618111636850688,1.0,0.63
0.818,3.472,18.442999999999998,12.712,15.33,0.0,0.0,24.4730589712985,1.97903225806452,0.0,1.0,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,052450-46,Tipuana tipu ,GRANDE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,12.712,14.970999999999998,0.2675589743307307,5.05581479174671,3.0,0.63
0.649,3.948,14.162,8.107000000000001,12.136,0.0,0.0,32.3534587078149,2.31911488505333,35.9521282820451,2.49750833774974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-47,Tipuana tipu ,GRANDE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.107000000000001,10.214,0.21181315802203182,3.0453781903802986,3.0,0.63
0.63,3.8760000000000003,18.067999999999998,11.202,13.38,0.0,0.0,12.566837434562302,1.5491803278688503,0.0,1.0,0.0,90.14,0.0,0.0,0.0,0.0,0.0,0.0,052450-48,Tipuana tipu ,GRANDE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.202,14.191999999999997,0.2335250539168413,4.2977404409681474,3.0,0.63
0.6679999999999999,3.807,19.819000000000006,11.199000000000002,2.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.72,0.0,0.0,0.0,0.0,0.0,0.0,052450-49,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.199000000000002,16.012000000000008,0.04363323129985824,0.8653162275038008,3.0,0.63
0.614,3.736,12.644,10.147,5.664,1.0,0.0,5.7259538759996,1.314560799575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-5,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,10.147,8.908,0.09885544883295883,1.2540158736270826,1.0,0.63
0.583,3.3339999999999996,15.376,12.050999999999998,3.33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-52,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.050999999999998,12.042,0.05811946409141117,0.8946524473025518,1.0,0.63
0.7,3.9339999999999997,18.252,11.008,3.93,0.0,0.0,4.60539482731886,1.2732395447351599,0.0,1.0,0.0,9.74,0.0,0.0,0.0,0.0,0.0,0.0,052450-55,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,11.008,14.318,0.06859143960337716,1.2538980131292292,3.0,0.63
0.7609999999999999,3.965,18.798,12.875,10.67,0.0,0.0,9.59018543236695,1.44860406091371,0.0,1.0,0.0,77.09,0.0,0.0,0.0,0.0,0.0,0.0,052450-56,Tipuana tipu ,MÉDIO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.875,14.832999999999998,0.18622663118779495,3.5417259624484774,1.0,0.63
0.7070000000000001,4.376,15.981,11.865,7.838999999999999,0.0,0.0,38.767000108316296,2.6499298024800604,0.0,1.0,0.0,18.95,0.0,0.0,0.0,0.0,0.0,0.0,052450-57,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11.865,11.605,0.13681636006383546,2.200207767651966,1.0,0.63
0.6679999999999999,3.1180000000000003,17.993,10.07,7.9860000000000015,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-6,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,10.07,14.874999999999998,0.13938199406426718,2.5242680345291126,3.0,0.63
0.653,3.2560000000000002,14.698,10.341,16.043,0.0,0.0,7.541841567208031,1.3785956338241598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-60,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.341,11.442,0.2800031718974503,4.226523955286506,1.0,0.63
0.653,3.426,17.590999999999998,13.559000000000001,8.481,0.0,0.0,29.187517719990396,2.1751175555892397,0.0,1.0,0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,052450-61,Tipuana tipu ,GRANDE,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,13.559000000000001,14.164999999999997,0.14802137386163908,2.623029171131516,1.0,0.63
0.853,3.217,20.322,12.685,2.78,0.0,0.0,58.6071069753191,4.2653524748628,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,052450-62,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,12.685,17.105,0.04852015320544236,0.9868010524162003,3.0,0.63
0.643,3.8339999999999996,18.725,12.077,9.203,0.0,0.0,2.56538844932271,1.1907147594282501,0.0,1.0,0.0,85.48,0.0,0.0,0.0,0.0,0.0,0.0,052450-63,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12.077,14.891000000000002,0.16062265106103812,3.0337943899730697,3.0,0.63
0.5539999999999999,3.4619999999999997,15.165,10.380999999999998,1.032,0.0,0.0,13.994244522987499,1.59767077488403,0.0,1.0,0.0,40.45,0.0,0.0,0.0,0.0,0.0,0.0,052450-7,Tipuana tipu ,MÉDIO,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10.380999999999998,11.703,0.018011797880581482,0.273178457459183,1.0,0.63
0.649,3.2939999999999996,18.902,14.785,1.932,0.0,0.0,0.0,1.0,0.0,1.0,0.0,84.78,0.0,0.0,0.0,0.0,0.0,0.0,052450-9,Tipuana tipu ,GRANDE,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,14.785,15.608,0.033719761148530446,0.6376126034642685,1.0,0.63
0.47700000000000004,5.56,11.856,8.706,12.074000000000002,0.0,0.0,36.248218059250796,2.5129727856615096,0.0,1.0,0.0,31.74,0.0,0.0,0.0,0.0,0.0,0.0,066516-6,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8.706,6.296,0.21073105388579538,2.536079365452234,2.0,0.63
0.6559999999999999,3.639,8.972999999999997,4.77,14.974,0.0,0.0,20.338639517786802,1.82143990427391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,073067-15,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.77,5.333999999999998,0.2613456021936309,2.3999444723306302,1.0,0.63
0.821,2.964,16.819000000000006,13.522,2.908,0.0,0.0,59.7067309402186,4.39949735546882,0.0,1.0,0.0,18.66,0.0,0.0,0.0,0.0,0.0,0.0,073067-18,Tipuana tipu ,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,13.522,13.855000000000006,0.0507541746479951,0.8543682030002486,1.0,0.63
0.77,3.802,16.84,13.9,7.548999999999999,0.0,0.0,6.62762476531229,1.3466956723160401,0.0,1.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,073067-4,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,13.9,13.038,0.13175490523305192,2.231681088353651,1.0,0.63
0.885,3.135,17.482,14.245999999999999,6.599,0.0,0.0,18.3342337939798,1.74881716124691,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,073067-42,Tipuana tipu ,PEQUENO,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,14.245999999999999,14.347,0.1151742773391058,2.0224272106761556,1.0,0.63
0.39799999999999996,3.286,16.67,8.844,1.046,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98.67,0.0,0.0,0.0,0.0,0.0,0.0,073067-47,Tipuana tipu ,MÉDIO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.844,13.384000000000002,0.018256143975860686,0.30436373429988367,3.0,0.63
0.315,6.085,11.975999999999999,6.162999999999999,5.178,0.0,0.0,0.0,1.0,0.0,1.0,0.0,76.27,0.0,0.0,0.0,0.0,0.0,0.0,073067-48,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.162999999999999,5.890999999999999,0.09037314866826639,1.0852650022134116,1.0,0.63
0.56,3.932,16.647000000000002,10.922,20.309,0.0,0.0,0.0,1.0,0.0,1.0,0.0,99.47,0.0,0.0,0.0,0.0,0.0,0.0,073067-5,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,10.922,12.715000000000002,0.3544589177875284,6.160885170392516,1.0,0.63
0.662,3.8960000000000004,9.982999999999999,4.042,18.65,0.0,0.0,15.6695295996876,1.65521140815571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,073067-6,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.042,6.086999999999998,0.3255039054969424,3.3693520201546763,3.0,0.63
0.738,3.84,7.7429999999999986,3.9360000000000004,11.545,0.0,0.0,41.3977944859865,2.80435038966985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,073067-7,Tipuana tipu ,PEQUENO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,3.9360000000000004,3.9029999999999987,0.20149826214274535,1.5816652296865472,1.0,0.63
0.662,3.5780000000000003,15.61,10.779000000000002,2.342,0.0,0.0,39.368011627845796,2.68412660782007,0.0,1.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,073067-8,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.779000000000002,12.032,0.0408756110817072,0.6384238914588591,1.0,0.63
0.47100000000000003,4.202,14.195,8.029,6.524,0.0,0.0,0.0,1.0,1.87059197026933,1.15843925791478,0.0,87.44,0.0,0.0,0.0,0.0,0.0,0.0,085626-1,Tipuana tipu ,PEQUENO,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,8.029,9.993,0.11386528040011006,1.6233394221468784,1.0,0.63
0.6679999999999999,3.992,16.134,7.767,14.24,0.0,0.0,24.1098641041271,1.9647058823529397,27.139732511025898,2.0875,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,085626-11,Tipuana tipu ,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,7.767,12.142,0.24853488548399252,4.094516601600094,3.0,0.63
0.7609999999999999,3.2880000000000003,15.407,11.015,12.524000000000001,0.0,0.0,36.6821402085097,2.53586875993087,0.0,1.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,085626-12,Tipuana tipu ,GRANDE,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11.015,12.119,0.21858503551976985,3.4224211539320524,1.0,0.63
0.583,3.0189999999999997,11.04,5.221,14.863,0.0,0.0,7.846901470779259,1.38912660981638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,085626-13,Tipuana tipu ,PEQUENO,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,5.221,8.020999999999999,0.2594082867239172,2.9298841166743776,3.0,0.63
0.6970000000000001,3.7760000000000002,16.83,13.685,6.479,0.0,0.0,55.0247812703051,3.87277028190279,0.0,1.0,0.0,78.1,0.0,0.0,0.0,0.0,0.0,0.0,085626-14,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,13.685,13.053999999999998,0.11307988223671261,1.9112879556764173,1.0,0.63
0.691,3.7119999999999997,19.094,13.229000000000001,9.464,0.0,0.0,28.8072291483371,2.15853891568383,0.0,1.0,0.0,90.62,0.0,0.0,0.0,0.0,0.0,0.0,085626-15,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,13.229000000000001,15.382000000000001,0.16517796040874336,3.182907997002517,3.0,0.63
0.71,3.75,18.419,12.741,13.25,0.0,0.0,10.493949613172,1.4791666666666698,0.0,1.0,0.0,79.78,0.0,0.0,0.0,0.0,0.0,0.0,085626-16,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,12.741,14.669,0.23125612588924865,4.3370987862193955,1.0,0.63
0.5,3.995,15.75,6.941,8.207,0.0,0.0,46.2179286585409,3.1234157581784396,0.0,1.0,0.0,79.8,0.0,0.0,0.0,0.0,0.0,0.0,085626-17,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.941,11.754999999999999,0.14323917171117465,2.2715738885568997,3.0,0.63
0.691,3.68,15.931,10.307,17.06,0.0,0.0,30.401419114059,2.22903225806452,0.0,1.0,0.0,74.52,0.0,0.0,0.0,0.0,0.0,0.0,085626-18,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,10.307,12.251,0.2977531703902326,4.888843611405049,1.0,0.63
0.6679999999999999,3.154,13.222999999999999,8.37,16.204,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,085626-19,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,8.37,10.068999999999999,0.28281315199316115,3.842637704802545,1.0,0.63
0.462,3.66,13.421,8.933,8.467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,80.32,0.0,0.0,0.0,0.0,0.0,0.0,085626-2,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8.933,9.761,0.1477770277663599,1.9978799744406521,1.0,0.63
0.557,4.2780000000000005,9.686,4.812,14.97,0.0,0.0,50.80080838294401,3.48125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,085626-20,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,4.812,5.4079999999999995,0.26127578902355114,2.589920939261874,1.0,0.63
0.78,3.864,18.204,12.828,7.17,0.0,0.0,26.298487836949395,2.05263157894737,0.0,1.0,0.0,19.18,0.0,0.0,0.0,0.0,0.0,0.0,085626-22,Tipuana tipu ,GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,12.828,14.34,0.12514010736799341,2.2900169369877226,1.0,0.63
0.882,3.853,18.008,12.198,9.55,0.0,0.0,21.2588604770874,1.85553997194951,40.600881320026105,2.75625,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,085626-23,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,12.198,14.155,0.16667894356545848,3.029663086769262,1.0,0.63
0.637,2.494,17.257,8.254,11.546,0.0,0.0,26.322352312333607,2.05361216892768,0.0,1.0,0.0,21.76,0.0,0.0,0.0,0.0,0.0,0.0,085626-24,Tipuana tipu ,GRANDE,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,8.254,14.763000000000002,0.20151571543526528,3.525406988769598,3.0,0.63
0.493,3.3930000000000002,14.708,7.209,8.43,0.0,0.0,22.3366481655962,1.8961538461538496,0.0,1.0,0.0,27.77,0.0,0.0,0.0,0.0,0.0,0.0,085626-25,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,7.209,11.315,0.14713125594312199,2.179758107346672,3.0,0.63
0.528,3.179,11.88,6.803,13.908,0.0,0.0,21.8621179188309,1.8781791862503303,0.0,1.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,085626-26,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6.803,8.701,0.24274039236737135,2.9417631805959568,1.0,0.63
0.573,4.544,10.610999999999999,7.371,13.76,0.0,0.0,31.775749324610402,2.292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,085626-3,Tipuana tipu ,MÉDIO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,7.371,6.066999999999999,0.24015730507441974,2.598458124773429,1.0,0.63
0.3720000000000001,2.877,13.379000000000001,9.295,3.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,99.82,0.0,0.0,0.0,0.0,0.0,0.0,085626-30,Tipuana tipu ,MÉDIO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.295,10.502000000000002,0.06422811647339133,0.860491543689822,1.0,0.63
0.5920000000000001,3.29,15.36,11.019,10.732999999999999,0.0,0.0,21.1150305190849,1.8501762134432802,29.589504554683398,2.192801438155,0.0,82.34,0.0,0.0,0.0,0.0,0.0,0.0,085626-31,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,11.019,12.07,0.18732618861655137,2.91146570636956,1.0,0.63
0.255,5.57,10.2,6.405,10.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81.71,0.0,0.0,0.0,0.0,0.0,0.0,085626-33,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.405,4.629999999999999,0.17627825445142728,1.8168967277329813,1.0,0.63
0.248,5.416,10.866,6.021,12.579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,99.72,0.0,0.0,0.0,0.0,0.0,0.0,085626-34,Tipuana tipu ,PEQUENO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.021,5.449999999999999,0.21954496660836673,2.424657521692157,1.0,0.63
0.573,3.159,17.609,6.645,12.296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,085626-35,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,6.645,14.450000000000003,0.21460568482522274,3.838095138357605,3.0,0.63
0.7,3.197,14.988,8.5,9.21,0.0,0.0,27.9387755102041,2.12121212121212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,085626-36,Tipuana tipu ,GRANDE,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,8.5,11.791,0.16074482410867777,2.430210893038364,3.0,0.63
0.6779999999999999,3.375,16.665,11.758,2.476,0.0,0.0,27.8808963234355,2.11875017991086,0.0,1.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,085626-37,Tipuana tipu ,GRANDE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,11.758,13.29,0.0432143522793796,0.7206158151924444,1.0,0.63
0.977,2.859,16.726,13.405,7.56,0.0,0.0,82.428457546235,10.8579038953804,20.1395932964651,1.81412998252024,0.0,73.45,0.0,0.0,0.0,0.0,0.0,0.0,085626-38,Tipuana tipu ,GRANDE,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,13.405,13.866999999999999,0.13194689145077132,2.219841148406557,1.0,0.63
0.449,3.985,12.520999999999999,8.454,11.663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.43,0.0,0.0,0.0,0.0,0.0,0.0,085626-4,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.454,8.536,0.20355775066009865,2.584543097627593,1.0,0.63
0.369,3.522,14.886,7.315,3.109,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.67,0.0,0.0,0.0,0.0,0.0,0.0,085626-42,Tipuana tipu ,PEQUENO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,7.315,11.363999999999999,0.054262286444503705,0.8085421078027274,3.0,0.63
0.449,3.793,13.149000000000001,9.992,13.092,0.0,0.0,9.56635406551432,1.4477965790940202,0.0,1.0,0.0,91.35,0.0,0.0,0.0,0.0,0.0,0.0,085626-43,Tipuana tipu ,GRANDE,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,9.992,9.356000000000002,0.22849850567109764,3.057932845035069,1.0,0.63
